Gender,Age as of Academic Year 17/18,Current Year (17/18),Proposed Year/Grade (18/19),Year of Admission ,Previous Curriculum (17/18)2,Current School ,Current Curriculum ,Previous year/Grade ,Math-exam,Science-exam ',English-exam ',Math19-1 ',Science19-1 ',English19-1 ',Math19-2 ',Science19-2 ',English19-2 ',Math19-3 ',Science19-3 ',English19-3 ',Math20-1 ',Science20-1 ',English20-1 ',Math20-2 ',Science20-2 ',English20-2 ',Math20-3 ',Science20-3 ',English20-3 '
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,100,81.4,78,100,92,83.3,100,80,90.8,85,88.4,88.2,63,90.3,80,89.1,69.8,87.5
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,100,80,90.8,100,88,100,100,83.2,90.3,89.1,69.8,87.5,79.2,79.2,83.2,87.3,85,73.8
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,65,70,75,100,83.2,90.3,95.5,82.6,100,100,84.5,79.2,87.3,85,73.8,63,93.1,84.5,93.4,77.7,81.4
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,100,84.5,79.2,96.3,100,100,95.5,85.6,93.1,93.4,77.7,81.4,65.7,89.9,85.6,88.8,82.7,80
Male,5,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,95.5,85.6,93.1,100,100,100,96.3,78,89.9,88.8,82.7,80,100,61.7,78,89.7,88.2,83.2
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,96.3,78,89.9,100,44.4,95.5,100,90.8,61.7,89.7,88.2,83.2,100,91.3,90.8,94.8,87.5,84.5
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,50,80,70,100,90.8,61.7,100,75,96.3,100,90.3,91.3,94.8,87.5,84.5,44.4,87.6,90.3,92.4,73.8,85.6
Female,5,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,100,90.3,91.3,98.6,61.9,100,100,79.2,87.6,92.4,73.8,85.6,75,88.3,79.2,92.9,81.4,78
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,90,70,75,100,79.2,87.6,85,44.4,100,98.6,93.1,88.3,92.9,81.4,78,61.9,84.5,93.1,90.1,80,90.8
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,85,80,95,98.6,93.1,88.3,89.1,66.7,100,79.2,89.9,84.5,90.1,80,90.8,44.4,85.6,89.9,100,83.2,83.2
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,85,75,60,79.2,89.9,84.5,87.3,57.1,98.6,74.7,61.7,85.6,100,83.2,83.2,66.7,88.3,61.7,100,84.5,84.5
Female,5,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,75,95,70,74.7,61.7,85.6,93.4,100,61.7,77.5,91.3,88.3,100,84.5,84.5,57.1,79.2,91.3,100,85.6,85.6
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,77.5,91.3,88.3,88.8,100,91.3,92.2,87.6,79.2,100,85.6,85.6,100,93.1,87.6,100,78,78
Male,5,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,92.2,87.6,79.2,89.7,100,87.6,89.5,88.3,93.1,100,78,78,100,89.9,88.3,95.5,90.8,90.8
Female,5,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,89.5,88.3,93.1,94.8,80.2,73.3,83.3,84.5,89.9,95.5,90.8,90.8,100,61.7,84.5,96.3,90.3,90.3
Male,5,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,83.3,84.5,89.9,92.4,89.9,90.5,100,85.6,61.7,96.3,90.3,90.3,80.2,91.3,85.6,100,79.2,79.2
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,100,85.6,61.7,92.9,61.7,88.4,100,88.3,91.3,100,79.2,79.2,80.2,87.6,61.7,100,93.1,93.1
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,65,70,75,100,88.3,91.3,90.1,91.3,69.8,100,79.2,87.6,100,93.1,93.1,92.6,73.3,91.3,100,89.9,89.9
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,100,79.2,87.6,100,83.3,85,100,93.1,73.3,100,89.9,89.9,92.6,90.5,87.6,98.6,61.7,61.7
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,65,70,75,100,93.1,73.3,100,100,77.7,95.5,89.9,90.5,98.6,61.7,61.7,68.8,88.4,73.3,100,91.3,91.3
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,95.5,89.9,90.5,100,61.7,82.7,96.3,61.7,88.4,100,91.3,91.3,80.7,69.8,90.5,100,87.6,87.6
Female,5,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,96.3,61.7,88.4,100,91.3,89.7,100,91.3,69.8,100,87.6,87.6,75.6,85,88.4,98.6,88.3,88.3
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,100,91.3,69.8,95.5,87.6,83.3,100,87.6,85,98.6,88.3,88.3,68.7,77.7,69.8,89.5,84.5,84.5
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,50,80,70,100,87.6,85,62.3,85.6,87.5,100,73.3,77.7,89.5,84.5,84.5,79.2,82.7,85,83.3,85.6,85.6
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,100,73.3,77.7,72.9,78,73.8,98.6,90.5,82.7,83.3,85.6,85.6,74.7,88.2,77.7,100,88.3,88.3
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,90,70,75,98.6,90.5,82.7,67.3,90.8,81.4,85,88.4,88.2,100,88.3,88.3,77.5,87.5,82.7,100,79.2,79.2
Female,7,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,85,80,95,85,88.4,88.2,63,90.3,80,89.1,69.8,87.5,100,79.2,79.2,92.2,73.8,88.2,100,93.1,93.1
Female,7,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,85,75,60,89.1,69.8,87.5,79.2,79.2,83.2,87.3,85,73.8,100,93.1,93.1,89.5,81.4,87.5,100,89.9,89.9
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,75,95,70,87.3,85,73.8,63,93.1,84.5,93.4,77.7,81.4,100,89.9,89.9,83.3,80,73.8,95.5,61.7,61.7
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,93.4,77.7,81.4,65.7,89.9,85.6,88.8,82.7,80,95.5,61.7,61.7,62.3,85.6,87.5,96.3,91.3,91.3
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,88.8,82.7,80,100,61.7,78,89.7,88.2,83.2,96.3,91.3,91.3,72.9,78,73.8,100,87.6,87.6
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,89.7,88.2,83.2,100,91.3,90.8,94.8,87.5,84.5,100,87.6,87.6,67.3,90.8,81.4,100,73.3,73.3
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,94.8,87.5,84.5,44.4,87.6,90.3,92.4,73.8,85.6,100,73.3,73.3,63,90.3,80,100,90.5,90.5
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,92.4,73.8,85.6,75,88.3,79.2,92.9,81.4,78,100,90.5,90.5,79.2,79.2,83.2,98.6,88.4,88.4
Female,7,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,65,70,75,92.9,81.4,78,61.9,84.5,93.1,90.1,80,90.8,98.6,88.4,88.4,63,93.1,84.5,64,69.8,69.8
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,90.1,80,90.8,44.4,85.6,89.9,100,83.2,83.2,64,69.8,69.8,65.7,89.9,85.6,64,85,85
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,67.5,82.5,75,100,83.2,83.2,66.7,88.3,61.7,100,84.5,84.5,64,85,85,100,61.7,78,62.3,77.7,87.6
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,75,95,85,100,84.5,84.5,57.1,79.2,91.3,100,85.6,85.6,62.3,77.7,87.6,100,91.3,90.8,72.9,82.7,73.3
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,62.5,97.5,87.5,100,85.6,85.6,100,93.1,87.6,100,78,78,72.9,82.7,73.3,44.4,87.6,90.3,67.3,88.2,90.5
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,90,52.5,85,100,78,78,100,89.9,88.3,95.5,90.8,90.8,67.3,88.2,90.5,75,88.3,79.2,63,87.5,88.4
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,85,70,82.5,95.5,90.8,90.8,100,61.7,84.5,96.3,90.3,90.3,63,87.5,88.4,61.9,84.5,93.1,80.2,73.8,69.8
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,95,72.5,95,96.3,90.3,90.3,80.2,91.3,85.6,100,79.2,79.2,80.2,73.8,69.8,44.4,85.6,89.9,63,81.4,85
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,82.5,62.5,72.5,100,79.2,79.2,80.2,87.6,61.7,100,93.1,93.1,63,81.4,85,66.7,88.3,61.7,65.7,80,77.7
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,65,70,65,100,93.1,93.1,92.6,73.3,91.3,100,89.9,89.9,65.7,80,77.7,57.1,79.2,91.3,64,83.2,82.7
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,52.5,70,75,100,89.9,89.9,92.6,90.5,87.6,98.6,61.7,61.7,64,83.2,82.7,100,93.1,87.6,64,84.5,88.2
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,50,72.5,77.5,98.6,61.7,61.7,68.8,88.4,73.3,100,91.3,91.3,64,84.5,88.2,100,89.9,88.3,62.3,85.6,87.5
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,75,87.5,85,100,91.3,91.3,80.7,69.8,90.5,100,87.6,87.6,62.3,85.6,87.5,100,61.7,84.5,72.9,78,73.8
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,100,87.6,87.6,75.6,85,88.4,98.6,88.3,88.3,72.9,78,73.8,80.2,91.3,85.6,67.3,90.8,81.4
Male,5,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,98.6,88.3,88.3,68.7,77.7,69.8,89.5,84.5,84.5,67.3,90.8,81.4,80.2,87.6,61.7,63,90.3,80
Male,5,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,89.5,84.5,84.5,79.2,82.7,85,83.3,85.6,85.6,63,90.3,80,92.6,73.3,91.3,79.2,79.2,83.2
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,65,70,75,83.3,85.6,85.6,74.7,88.2,77.7,100,88.3,88.3,0,79.2,83.2,92.6,90.5,87.6,63,93.1,84.5
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,100,88.3,88.3,77.5,87.5,82.7,100,79.2,79.2,63,93.1,84.5,68.8,88.4,73.3,65.7,89.9,85.6
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,100,79.2,79.2,92.2,73.8,88.2,100,93.1,93.1,65.7,89.9,85.6,80.7,69.8,90.5,100,61.7,78
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,100,93.1,93.1,89.5,81.4,87.5,100,89.9,89.9,100,61.7,78,75.6,85,88.4,100,91.3,90.8
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,100,89.9,89.9,83.3,80,73.8,95.5,61.7,61.7,100,91.3,90.8,68.7,77.7,69.8,44.4,87.6,90.3
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,65,70,75,95.5,61.7,61.7,62.3,85.6,87.5,96.3,91.3,91.3,44.4,87.6,90.3,79.2,82.7,85,75,88.3,79.2
Male,5,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,96.3,91.3,91.3,72.9,78,73.8,100,87.6,87.6,75,88.3,79.2,74.7,88.2,77.7,61.9,84.5,93.1
Male,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,70,70,95,100,87.6,87.6,67.3,90.8,81.4,100,73.3,73.3,61.9,84.5,93.1,77.5,87.5,82.7,44.4,85.6,89.9
Female,6,Y2,Y3 ,School 2 Current Student ,British,School 2,British,Year System,85,72.5,72.5,100,73.3,73.3,63,90.3,80,100,90.5,90.5,44.4,85.6,89.9,92.2,73.8,88.2,66.7,88.3,61.7
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,82.5,85,70,100,90.5,90.5,79.2,79.2,83.2,98.6,88.4,88.4,66.7,88.3,61.7,89.5,81.4,87.5,57.1,79.2,91.3
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,95,37.5,85,98.6,88.4,88.4,63,93.1,84.5,64,69.8,69.8,57.1,79.2,91.3,83.3,80,73.8,100,93.1,87.6
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,72.5,82.5,82.5,64,69.8,69.8,65.7,89.9,85.6,64,85,85,100,93.1,87.6,62.3,85.6,87.5,100,89.9,88.3
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,65,80,95,64,85,85,100,61.7,78,62.3,77.7,87.6,100,89.9,88.3,72.9,78,73.8,100,61.7,84.5
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,75,62.5,72.5,62.3,77.7,87.6,100,91.3,90.8,72.9,82.7,73.3,100,61.7,84.5,67.3,90.8,81.4,80.2,91.3,85.6
Female,6,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,77.5,70,65,72.9,82.7,73.3,44.4,87.6,90.3,67.3,88.2,90.5,80.2,91.3,85.6,63,90.3,80,80.2,87.6,61.7
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,50,82.5,75,67.3,88.2,90.5,75,88.3,79.2,63,87.5,88.4,78,84.5,80,64,69.8,69.8,100,89.7,95.8
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,85,80,77.5,63,87.5,88.4,61.9,84.5,93.1,80.2,73.8,69.8,90.8,85.6,83.2,64,85,85,44.4,94.8,80
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,82.5,80,50,80.2,73.8,69.8,44.4,85.6,89.9,63,81.4,85,90.3,78,84.5,62.3,77.7,87.6,75,92.4,77.3
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,80,75,85,63,81.4,85,66.7,88.3,61.7,65.7,80,77.7,79.2,90.8,85.6,72.9,82.7,73.3,61.9,92.9,77.8
Male,6,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,75,95,82.5,65.7,80,77.7,57.1,79.2,91.3,64,83.2,82.7,93.1,90.3,78,67.3,88.2,90.5,44.4,90.1,88
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,95,60,80,64,83.2,82.7,100,93.1,87.6,64,84.5,88.2,89.9,79.2,90.8,63,87.5,88.4,66.7,89.9,87.3
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,60,70,75,64,84.5,88.2,100,89.9,88.3,62.3,85.6,87.5,61.7,93.1,90.3,80.2,73.8,69.8,57.1,61.7,92.9
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,70,72.5,95,62.3,85.6,87.5,100,61.7,84.5,72.9,78,73.8,91.3,89.9,79.2,63,81.4,85,100,91.3,92.2
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,72.5,85,60,72.9,78,73.8,80.2,91.3,85.6,67.3,90.8,81.4,87.6,61.7,93.1,65.7,80,77.7,100,87.6,75.7
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,85,37.5,70,67.3,90.8,81.4,80.2,87.6,61.7,63,90.3,80,88.3,91.3,89.9,64,83.2,82.7,100,88.3,83.4
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,37.5,82.5,72.5,63,90.3,80,92.6,73.3,91.3,79.2,79.2,83.2,84.5,87.6,61.7,64,84.5,88.2,80.2,84.5,79.7
Male,6,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,82.5,80,85,0,79.2,83.2,92.6,90.5,87.6,63,93.1,84.5,85.6,88.3,91.3,62.3,85.6,87.5,89.9,85.6,89.7
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,80,72.5,37.5,63,93.1,84.5,68.8,88.4,73.3,65.7,89.9,85.6,88.3,84.5,87.6,72.9,78,73.8,61.7,88.3,95.3
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,62.5,85,82.5,65.7,89.9,85.6,80.7,69.8,90.5,100,61.7,78,79.2,85.6,88.3,67.3,90.8,81.4,91.3,79.2,94.6
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,100,61.7,78,75.6,85,88.4,100,91.3,90.8,93.1,88.3,84.5,63,90.3,80,87.6,93.1,77.7
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,100,91.3,90.8,68.7,77.7,69.8,44.4,87.6,90.3,89.9,79.2,85.6,0,79.2,83.2,73.3,89.9,82.7
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,50,80,70,44.4,87.6,90.3,79.2,82.7,85,75,88.3,79.2,61.7,93.1,88.3,63,93.1,84.5,90.5,61.7,33.3
Female,6,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,75,88.3,79.2,74.7,88.2,77.7,61.9,84.5,93.1,91.3,89.9,91.3,65.7,89.9,85.6,88.4,91.3,83.3
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,90,70,75,61.9,84.5,93.1,77.5,87.5,82.7,44.4,85.6,89.9,87.6,61.7,87.6,100,61.7,78,77.2,87.6,66.7
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,85,80,95,44.4,85.6,89.9,92.2,73.8,88.2,66.7,88.3,61.7,73.3,91.3,89.9,100,91.3,90.8,80,73.3,60
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,85,75,60,66.7,88.3,61.7,89.5,81.4,87.5,57.1,79.2,91.3,90.5,87.6,61.7,44.4,87.6,90.3,78,90.5,63.6
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,75,95,70,57.1,79.2,91.3,83.3,80,73.8,100,93.1,87.6,88.4,73.3,91.3,75,88.3,79.2,78,88.4,87.6
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,100,93.1,87.6,62.3,85.6,87.5,100,89.9,88.3,69.8,90.5,87.6,61.9,84.5,93.1,79.4,69.8,73.3
Male,6,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,100,89.9,88.3,72.9,78,73.8,100,61.7,84.5,85,88.4,77.7,44.4,85.6,89.9,79.3,85,90.5
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,100,61.7,84.5,67.3,90.8,81.4,80.2,91.3,85.6,77.7,69.8,82.7,66.7,88.3,61.7,80,77.7,88.4
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,80.2,91.3,85.6,63,90.3,80,80.2,87.6,61.7,82.7,85,88.2,57.1,79.2,91.3,92.4,82.7,69.8
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,80.2,87.6,61.7,79.2,79.2,83.2,92.6,73.3,91.3,88.2,77.7,87.5,100,93.1,87.6,90.1,89.7,85
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,65,70,75,92.6,73.3,91.3,63,93.1,84.5,92.6,90.5,87.6,87.5,82.7,73.8,100,89.9,88.3,82.6,83.3,87.6
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,92.6,90.5,87.6,65.7,89.9,85.6,68.8,88.4,73.3,73.8,88.2,81.4,100,61.7,84.5,92.6,66.7,73.3
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,68.8,88.4,73.3,100,61.7,78,80.7,69.8,90.5,81.4,87.5,80,80.2,91.3,85.6,92.6,60,90.5
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,80.7,69.8,90.5,100,91.3,90.8,75.6,85,88.4,80,73.8,83.2,80.2,87.6,61.7,68.8,63.6,88.4
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,75.6,85,88.4,44.4,87.6,90.3,68.7,77.7,69.8,83.2,81.4,84.5,92.6,73.3,91.3,80.7,62.5,69.8
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,65,70,75,68.7,77.7,69.8,75,88.3,79.2,79.2,82.7,85,84.5,80,85.6,92.6,90.5,87.6,75.6,40,85
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,93.1,88.3,84.5,61.9,84.5,93.1,74.7,88.2,77.7,85.6,83.2,92.3,68.8,88.4,73.3,68.7,77.3,87.6
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,89.9,79.2,85.6,44.4,85.6,89.9,77.5,87.5,82.7,88.3,84.5,33.3,80.7,69.8,90.5,79.2,70.4,73.3
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,61.7,93.1,88.3,66.7,88.3,61.7,92.2,73.8,88.2,79.2,85.6,95.2,75.6,85,88.4,74.7,67.2,90.5
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,50,80,70,91.3,89.9,91.3,57.1,79.2,91.3,89.5,81.4,87.5,93.1,78,87.5,68.7,77.7,69.8,77.5,59.3,88.4
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,87.6,61.7,87.6,100,93.1,87.6,83.3,80,73.8,89.9,90.8,85.7,90.1,85.6,88.2,92.2,85.6,69.8
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,90,70,75,73.3,91.3,89.9,100,89.9,88.3,83.3,83.2,81.4,61.7,90.3,70.6,89.9,78,87.5,89.5,76.8,85
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,85,80,95,90.5,87.6,61.7,100,61.7,84.5,78,84.5,80,91.3,79.2,75,61.7,90.8,73.8,83.3,75.2,78.6
Female,6,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,85,75,60,88.4,73.3,91.3,80.2,91.3,85.6,90.8,85.6,83.2,87.6,93.1,86.6,91.3,90.3,81.4,100,78.6,77.6
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,75,95,70,69.8,90.5,87.6,80.2,87.6,61.7,90.3,78,84.5,73.3,89.9,100,87.6,79.2,80,100,77.6,69.6
Male,6,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,85,88.4,77.7,92.6,73.3,91.3,79.2,90.8,85.6,90.5,61.7,100,88.3,93.1,83.2,100,69.6,80.5
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,77.7,69.8,82.7,92.6,90.5,87.6,93.1,90.3,78,88.4,91.3,100,84.5,89.9,84.5,100,80.5,78.5
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,82.7,85,88.2,68.8,88.4,73.3,89.9,79.2,90.8,78,87.6,75,85.6,61.7,85.6,95.5,78.5,77.8
Female,6,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,88.2,77.7,87.5,80.7,69.8,90.5,61.7,93.1,90.3,90.8,88.3,84.6,88.3,91.3,84.5,96.3,77.8,65.4
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,87.5,82.7,73.8,75.6,85,88.4,91.3,89.9,79.2,90.3,84.5,80,79.2,87.6,85.6,100,65.4,68.4
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,65,70,75,73.8,88.2,81.4,68.7,77.7,69.8,87.6,61.7,93.1,79.2,85.6,100,93.1,88.3,88.3,100,68.4,67.5
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,81.4,87.5,80,79.2,82.7,85,88.3,91.3,89.9,93.1,88.3,95.2,89.9,93.1,79.2,100,67.5,58
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,80,73.8,83.2,74.7,88.2,77.7,84.5,87.6,61.7,89.9,79.2,95.8,61.7,89.9,93.1,98.6,58,63.6
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,83.2,81.4,84.5,77.5,87.5,82.7,85.6,88.3,91.3,61.7,93.1,80,91.3,61.7,89.9,85,63.6,61
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,50,80,70,84.5,80,85.6,92.2,73.8,88.2,88.3,84.5,87.6,91.3,89.9,77.3,87.6,91.3,61.7,89.1,61,56.6
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,85.6,83.2,92.3,89.5,81.4,87.5,79.2,85.6,88.3,87.6,61.7,77.8,73.3,87.6,91.3,87.3,56.6,68.8
Female,6,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,90,70,75,88.3,84.5,33.3,83.3,80,73.8,93.1,88.3,84.5,88.3,91.3,88,90.5,93.1,87.6,93.4,68.8,78.6
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,85,80,95,79.2,85.6,95.2,98.6,79.2,87.6,89.9,79.2,85.6,84.5,87.6,87.3,88.4,89.9,73.3,88.8,62.5,77.6
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,85,75,60,93.1,78,87.5,85,93.1,88.3,61.7,93.1,88.3,85.6,73.3,92.9,69.8,61.7,90.5,89.7,40,69.6
Female,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,75,95,70,89.9,90.8,85.7,89.1,89.9,84.5,91.3,89.9,91.3,88.3,90.5,92.2,85,91.3,88.4,94.8,77.3,80.5
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,61.7,90.3,70.6,87.3,61.7,85.6,87.6,61.7,87.6,79.2,88.4,75.7,77.7,87.6,69.8,92.4,70.4,78.5
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,91.3,79.2,75,93.4,91.3,88.3,73.3,91.3,89.9,93.1,69.8,83.4,82.7,89.9,85,92.9,67.2,77.8
Male,7,Y3,Y4,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,87.6,93.1,86.6,88.8,87.6,79.2,90.5,87.6,61.7,89.9,85,79.7,33.3,61.7,77.7,90.1,59.3,65.4
